State,City,Date Sown,Brand,Variety,Date of Cut,Julian Day,Plant Lodge,Plant Height,Yield % or Vernal,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Harvested in Sown Year,First Date of Season,Percent Cover (%),Total Solar Radiation (W/m^2),Total precipitation (mm),Avg Min Temp (C),Avg Max Temp (C),Class,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
NY,Cobleskill,5/2/06,,Vernal (check),7/25/06,,,,,1.8,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Seedway 9558,7/25/06,,,,,1.78,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,A4440,7/25/06,,,,,1.9,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,54V46,7/25/06,,,,,1.9,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Radiant-AM,7/25/06,,,,,1.8,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Lightning EXTRA,7/25/06,,,,,1.91,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Integrity,7/25/06,,,,,1.9,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,WL 355 RR,7/25/06,,,,,1.78,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,DKA41-18RR,7/25/06,,,,,1.75,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,4G418RR,7/25/06,,,,,1.68,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,DKA34-17RR,7/25/06,,,,,1.73,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,WL 343HQ,7/25/06,,,,,1.62,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Escalade,7/25/06,,,,,1.97,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,DS417,7/25/06,,,,,2.01,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Withstand,7/25/06,,,,,1.92,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Marvel,7/25/06,,,,,1.77,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,31Q119,7/25/06,,,,,1.72,,,1,1,,30625.83,491.76,11.5036,22.9716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,ReGen,9/26/06,,,,,1.22,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Starbuck,9/26/06,,,,,1.2,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Guardsman II,9/26/06,,,,,1.16,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,5312 (check),9/26/06,,,,,1.14,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Mariner III,9/26/06,,,,,1.09,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Kingfisher 30-30 Q,9/26/06,,,,,1.17,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Oneida VR (check),9/26/06,,,,,1.16,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,4A421,9/26/06,,,,,1.06,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Vernal (check),9/26/06,,,,,1.14,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Seedway 9558,9/26/06,,,,,1.16,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,A4440,9/26/06,,,,,1.03,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,54V46,9/26/06,,,,,1.03,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Radiant-AM,9/26/06,,,,,1.12,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Lightning EXTRA,9/26/06,,,,,0.96,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Integrity,9/26/06,,,,,0.94,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,WL 355 RR,9/26/06,,,,,0.92,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,DKA41-18RR,9/26/06,,,,,0.89,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,4G418RR,9/26/06,,,,,0.88,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,DKA34-17RR,9/26/06,,,,,0.76,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,WL 343HQ,9/26/06,,,,,0.79,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Escalade,9/26/06,,,,,1.16,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,DS417,9/26/06,,,,,1.12,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Withstand,9/26/06,,,,,1.06,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,Marvel,9/26/06,,,,,0.94,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Cobleskill,5/2/06,,31Q119,9/26/06,,,,,0.92,,,1,0,,51755.17,743.94,11.6489,23.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,WL 346LH,6/15/06,,,,,2.47,,,0,1,,342736.15,3627.92,2.8523,13.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,4375LH,6/15/06,,,,,2.32,,,0,1,,342736.15,3627.92,2.8523,13.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,5312 (check),6/15/06,,,,,2.62,,,0,1,,342736.15,3627.92,2.8523,13.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,54H91,6/15/06,,,,,2.39,,,0,1,,342736.15,3627.92,2.8523,13.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,Oneida VR (check,6/15/06,,,,,2.5,,,0,1,,342736.15,3627.92,2.8523,13.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,Vernal (check),6/15/06,,,,,2.4,,,0,1,,342736.15,3627.92,2.8523,13.7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,WL 346LH,7/27/06,,,,,1.79,,,0,0,,358275.75,3910.57,3.2856,14.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,4375LH,7/27/06,,,,,1.71,,,0,0,,358275.75,3910.57,3.2856,14.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,5312 (check),7/27/06,,,,,1.74,,,0,0,,358275.75,3910.57,3.2856,14.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,54H91,7/27/06,,,,,1.74,,,0,0,,358275.75,3910.57,3.2856,14.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,Oneida VR (check,7/27/06,,,,,1.68,,,0,0,,358275.75,3910.57,3.2856,14.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,Vernal (check),7/27/06,,,,,1.55,,,0,0,,358275.75,3910.57,3.2856,14.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,WL 346LH,9/18/06,,,,,0.56,,,0,0,,375856.04,4160.07,3.7001,14.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,4375LH,9/18/06,,,,,0.63,,,0,0,,375856.04,4160.07,3.7001,14.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,5312 (check),9/18/06,,,,,0.58,,,0,0,,375856.04,4160.07,3.7001,14.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,54H91,9/18/06,,,,,0.62,,,0,0,,375856.04,4160.07,3.7001,14.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,Oneida VR (check,9/18/06,,,,,0.57,,,0,0,,375856.04,4160.07,3.7001,14.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/03,,Vernal (check),9/18/06,,,,,0.54,,,0,0,,375856.04,4160.07,3.7001,14.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,WL 347 LH,6/14/06,,,,,1.9,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,5312 (check),6/14/06,,,,,1.95,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,6325,6/14/06,,,,,1.98,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,WL 345 LH,6/14/06,,,,,1.87,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,54H91,6/14/06,,,,,1.87,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,Vernal (check),6/14/06,,,,,1.86,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,Oneida VR (check,6/14/06,,,,,1.84,,,0,1,,126119.05,1131.69,3.6758,15.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,WL 347 LH,7/25/06,,,,,1.84,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,5312 (check),7/25/06,,,,,1.75,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,6325,7/25/06,,,,,1.69,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,WL 345 LH,7/25/06,,,,,1.82,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,54H91,7/25/06,,,,,1.77,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,Vernal (check),7/25/06,,,,,1.59,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,Oneida VR (check,7/25/06,,,,,1.55,,,0,0,,141473.19,1404.11,4.6814,16.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,WL 347 LH,9/12/06,,,,,0.64,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,5312 (check),9/12/06,,,,,0.61,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,6325,9/12/06,,,,,0.62,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,WL 345 LH,9/12/06,,,,,0.6,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,54H91,9/12/06,,,,,0.63,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,Vernal (check),9/12/06,,,,,0.6,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,4/29/05,,Oneida VR (check,9/12/06,,,,,0.57,,,0,0,,157966.28,1655.03,5.5204,16.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,WL 345LH,7/20/06,,,,,2.17,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,WL 347LH,7/20/06,,,,,2.09,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,53H92,7/20/06,,,,,2.03,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,Oneida VR (check,7/20/06,,,,,2.02,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,5312 (check),7/20/06,,,,,1.98,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,Enforcer,7/20/06,,,,,1.92,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/1/06,,Vernal (check),7/20/06,,,,,1.92,,,1,1,,30052.98,391.91,10.6931,22.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Genoa,6/15/07,,,,,2.34,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Lightning EXTRA,6/15/07,,,,,2.26,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,DKA42-15,6/15/07,,,,,2.29,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,6415,6/15/07,,,,,2.34,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Rebound 5,6/15/07,,,,,2.27,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,WL 357HQ,6/15/07,,,,,2.26,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,FSG 408DP,6/15/07,,,,,2.06,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,LegenDairy 5,6/15/07,,,,,2.14,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,HybriForce-420/Wet,6/15/07,,,,,2.1,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,WL 348AP,6/15/07,,,,,2.27,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,6420,6/15/07,,,,,2.13,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,WL 335HQ,6/15/07,,,,,2.1,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,5312 (check),6/15/07,,,,,2.08,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Oneida Ultra,6/15/07,,,,,1.95,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,NOVA,6/15/07,,,,,1.87,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Oneida VR (check),6/15/07,,,,,1.87,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Vernal(check),6/15/07,,,,,1.68,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Bobwhite,6/15/07,,,,,2.22,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Marvel,6/15/07,,,,,2.25,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Escalade,6/15/07,,,,,2.11,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,ReGen,6/15/07,,,,,2.25,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,ZG 0347A,6/15/07,,,,,2.06,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,ZG 0344A,6/15/07,,,,,2.11,,,0,1,,339258.45,3601.8,3.0028,13.9427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Genoa,7/30/07,,,,,1.7,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Lightning EXTRA,7/30/07,,,,,1.71,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,DKA42-15,7/30/07,,,,,1.65,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,6415,7/30/07,,,,,1.64,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Rebound 5,7/30/07,,,,,1.73,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,WL 357HQ,7/30/07,,,,,1.59,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,FSG 408DP,7/30/07,,,,,1.72,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,LegenDairy 5,7/30/07,,,,,1.7,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,HybriForce-420/Wet,7/30/07,,,,,1.7,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,WL 348AP,7/30/07,,,,,1.64,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,6420,7/30/07,,,,,1.66,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,WL 335HQ,7/30/07,,,,,1.62,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,5312 (check),7/30/07,,,,,1.58,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Oneida Ultra,7/30/07,,,,,1.59,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,NOVA,7/30/07,,,,,1.56,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Oneida VR (check),7/30/07,,,,,1.54,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Vernal(check),7/30/07,,,,,1.44,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Bobwhite,7/30/07,,,,,1.68,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Marvel,7/30/07,,,,,1.69,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Escalade,7/30/07,,,,,1.66,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,ReGen,7/30/07,,,,,1.73,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,ZG 0347A,7/30/07,,,,,1.62,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,ZG 0344A,7/30/07,,,,,1.57,,,0,0,,356613.76,3768.4,3.3664,14.3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Ithaca,5/12/04,,Genoa,9/12/07,,,,,1.26,,,0,0,,372221.96,3905.39,3.7276,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
