Yield (tons/acre),radiation,rain,avg_min_temp,avg_max_temp,City,Year
1.04,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.13,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.14,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.09,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.13,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.01,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.08,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.01,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
0.99,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
0.98,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.0,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.03,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
0.93,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.22,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.19,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.12,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.06,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.03,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.04,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.03,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.05,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.09,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.0,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.01,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
1.0,379930.26,3658.82,3.8993,15.0503,Ithaca,9/15/08
2.84,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.75,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.59,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.69,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.71,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.75,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.7,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.45,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.6,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.88,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.63,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.5,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.61,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.63,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.65,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.55,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.59,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.45,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.37,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.76,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.91,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.78,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.79,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.72,236771.25,2371.13,2.9015,13.923,Ithaca,6/3/08
2.24,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.23,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.29,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.24,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.15,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.2,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.12,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.26,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.19,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.18,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.19,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.23,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.0,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.07,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.06,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.16,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.05,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.09,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
1.86,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.19,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.25,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.28,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.23,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
2.27,251069.11,2499.55,3.4319,14.5064,Ithaca,7/12/08
1.89,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.88,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.83,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.85,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.79,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.88,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.85,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.85,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.82,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.81,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.82,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.78,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.67,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.82,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.76,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.71,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.7,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.73,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.54,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.92,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.93,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.94,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.88,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
1.82,267459.09,2663.64,3.961,15.0712,Ithaca,8/26/08
2.92,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.73,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.7,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.73,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.76,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.4,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.48,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.5,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.55,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.71,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.54,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.42,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.51,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.53,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.35,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.58,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.54,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.45,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.51,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.56,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.26,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.2,126190.78,1104.26,3.0896,14.5974,Ithaca,6/5/08
2.42,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.56,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.53,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.49,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.44,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.58,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.51,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.51,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.44,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.31,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.44,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.43,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.39,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.24,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.39,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.5,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.48,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.51,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.39,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.41,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.37,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
2.37,143375.11,1327.39,4.2931,15.8626,Ithaca,7/23/08
1.71,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.7,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.68,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.63,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.67,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.66,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.57,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.56,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.57,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.52,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.51,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.55,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.47,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.57,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.58,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.74,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.77,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.77,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.7,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.58,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.76,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
1.67,159732.38,1403.44,4.9893,16.6303,Ithaca,9/4/08
0.79,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.77,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.76,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.76,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.76,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.7,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.69,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.68,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.66,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.65,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.63,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.62,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.62,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.61,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.61,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.6,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.56,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.92,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.86,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.84,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.84,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.82,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.78,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.74,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.71,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.69,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
0.64,47373.36,340.04,11.3487,23.7867,Ithaca,9/10/08
2.06,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
1.99,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
2.05,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
1.91,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
1.92,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
1.91,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
1.81,349005.6,3374.66,3.1558,14.242,Ithaca,6/15/08
1.81,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
1.61,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
1.64,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
1.69,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
1.61,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
1.79,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
1.78,366972.58,3597.41,3.6176,14.7257,Ithaca,8/5/08
0.57,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
0.55,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
0.57,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
0.59,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
0.5,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
0.58,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
0.5,382947.9,3670.28,3.8866,15.0393,Ithaca,9/18/08
2.03,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
2.02,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
2.01,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
2.08,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
2.03,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
2.03,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
1.77,235381.57,2371.13,2.9597,13.9367,Ithaca,6/5/08
1.81,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
1.77,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
1.74,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
1.87,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
1.83,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
1.7,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
1.64,257291.02,2623.8,3.7978,14.8418,Ithaca,8/5/08
0.65,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
0.63,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
0.66,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
0.7,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
0.67,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
0.63,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
0.55,271940.28,2695.23,4.1526,15.2595,Ithaca,9/14/08
1.7,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.75,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.7,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.6,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.64,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.66,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.61,122826.37,1104.26,3.0633,14.4842,Ithaca,6/3/08
1.93,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.95,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.87,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.85,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.82,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.74,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.68,144643.61,1349.85,4.5856,16.054,Ithaca,8/3/08
1.0,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
0.9,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
0.82,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
0.9,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
0.87,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
0.84,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
0.78,159403.66,1407.26,5.1165,16.6844,Ithaca,9/11/08
1.36,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
1.3,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
1.28,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
1.25,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
1.25,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
1.21,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
1.14,31450.78,267.59,10.9527,23.4815,Ithaca,7/28/08
0.58,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
0.62,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
0.6,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
0.63,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
0.59,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
0.56,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
0.49,48273.15,340.04,11.2343,23.7298,Ithaca,9/11/08
2.91,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.95,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.69,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.88,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.7,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.71,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.66,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.79,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.76,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.75,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.66,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.67,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.83,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.62,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.77,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.81,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.65,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.49,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.43,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.91,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.96,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.9,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.85,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.65,346604.07,3267.46,2.5702,13.7283,Ithaca,6/3/09
2.33,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.1,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.38,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.17,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.33,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.32,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.16,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.07,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.19,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.11,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.26,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.08,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.06,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.22,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.01,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
1.93,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
1.76,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
1.73,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
1.5,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.45,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.19,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.33,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.15,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.28,361715.52,3436.14,2.8617,14.0425,Ithaca,7/13/09
2.2,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.91,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.19,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.07,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.18,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.18,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.03,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.98,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.04,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.93,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.07,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.91,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.94,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.04,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.84,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.84,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.68,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.66,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
1.44,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.28,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.13,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.08,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.03,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.2,378565.02,3607.65,3.2742,14.472,Ithaca,8/28/09
2.65,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.53,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.51,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.5,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.5,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.43,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.49,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.48,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.44,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.41,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.45,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.43,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.42,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.44,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.27,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.47,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.53,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.56,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.5,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.49,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.39,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
2.34,235026.08,2000.59,2.4695,13.9568,Ithaca,6/2/09
1.94,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.93,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.08,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.08,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.95,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.87,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.77,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.05,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.92,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.11,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.07,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.91,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.03,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.68,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.64,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.1,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.14,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.99,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.04,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.92,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.99,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
2.03,252378.16,2172.43,2.9431,14.4587,Ithaca,7/17/09
1.77,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.72,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.86,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.86,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.68,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.69,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.64,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
1.75,269621.3,2363.22,3.536,15.0588,Ithaca,9/3/09
